[WARNING]	No torrent files specified.
[INFO]	[MESSAGE] PIECE: index=274 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=274 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=233 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=233 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=106 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=106 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=411 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=411 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=88 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=88 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=404 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=404 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=57 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=57 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=82 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=82 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=368 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=368 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=319 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=319 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=262 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=262 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=462 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=462 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=321 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=321 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=499 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=499 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=60 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=60 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=400 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=400 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=328 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=328 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=310 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=310 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=36 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=36 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=375 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=375 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=455 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=455 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=417 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=417 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=152 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=152 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=427 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=427 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=142 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=142 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=92 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=92 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=464 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=464 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=173 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=173 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=252 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=252 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=251 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=251 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=496 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=496 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=409 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=409 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=289 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=289 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=315 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=315 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=270 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=270 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=443 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=443 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=29 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=29 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=229 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=229 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=513 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=513 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=210 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=210 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=247 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=247 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=239 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=239 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=249 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=249 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=421 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=421 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=419 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=419 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=351 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=351 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=358 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=358 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=509 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=509 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=216 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=216 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=91 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=91 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=322 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=322 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=309 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=309 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=278 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=278 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=357 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=357 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=119 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=119 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=385 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=385 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=223 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=223 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=340 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=340 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=504 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=504 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=242 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=242 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=463 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=463 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=161 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=161 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=46 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=46 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=121 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=121 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=99 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=99 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=241 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=241 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=428 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=428 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=277 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=277 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=342 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=342 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=255 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=255 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=283 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=283 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=257 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=257 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=204 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=204 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=458 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=458 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=62 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=62 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=424 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=424 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=263 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=263 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=170 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=170 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=218 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=218 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=303 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=303 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=164 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=164 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=132 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=132 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=157 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=157 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=52 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=52 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=335 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=335 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=461 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=461 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=151 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=151 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=167 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=167 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=120 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=120 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=433 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=433 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=285 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=285 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=53 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=53 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=505 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=505 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=317 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=317 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=472 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=472 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=207 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=207 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=93 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=93 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=325 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=325 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=211 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=211 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=477 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=477 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=438 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=438 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=339 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=339 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=261 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=261 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=284 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=284 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=145 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=145 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=146 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=146 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=148 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=148 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=471 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=471 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=486 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=486 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=235 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=235 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=502 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=502 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=97 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=97 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=364 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=364 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=47 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=47 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=76 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=76 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=58 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=58 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=336 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=336 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=439 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=439 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=360 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=360 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=208 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=208 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=75 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=79 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=79 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=75 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=327 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=327 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=150 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=150 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=294 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=294 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=324 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=324 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=128 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=128 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=410 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=410 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=473 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=473 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=102 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=102 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=51 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=51 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=444 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=444 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=37 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=37 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=50 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=50 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=332 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=332 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=214 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=214 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=399 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=39 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=39 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=399 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=487 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=487 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=423 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=423 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=390 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=390 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=147 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=147 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=308 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=308 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=49 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=49 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=498 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=498 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=243 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=243 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=271 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=271 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=153 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=153 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=485 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=485 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=220 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=220 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=222 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=222 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=436 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=436 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=467 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=467 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=460 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=460 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=365 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=365 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=371 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=371 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=517 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=517 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=291 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=291 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=149 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=149 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=374 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=374 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=346 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=346 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=484 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=484 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=292 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=292 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=129 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=129 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=272 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=272 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=55 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=55 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=431 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=431 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=163 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=163 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=508 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=508 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=370 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=370 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=56 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=56 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=81 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=81 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=446 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=446 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=349 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=349 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=28 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=28 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=394 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=394 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=232 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=232 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=250 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=250 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=311 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=311 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=95 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=95 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=205 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=205 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=377 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=377 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=256 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=256 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=94 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=94 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=104 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=104 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=113 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=113 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=393 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=393 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=141 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=141 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=136 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=136 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=171 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=171 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=72 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=72 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=426 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=426 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=166 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=166 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=203 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=203 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=510 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=510 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=109 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=109 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=71 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=71 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=296 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=296 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=350 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=449 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=449 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=350 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=354 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=354 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=287 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=287 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=168 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=168 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=169 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=169 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=201 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=201 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=90 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=90 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=452 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=452 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=260 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=260 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=341 begin=16384 length=16384
